text,tag,source,doc_id
본 기술은 다양한 종류의 카메라로부터 입력받은 영상들에 대해서도 안정적으로 행동을 인식할 수 있는 기반 기술이라는 특징을 지닌다.,기술개요,etri,2
"기존 기술들은 일반 CCTV 카메라로부터 획득된 RGB 영상에서의 행동 인식을 주요 대상으로 한다. 본 기술은 RGB 영상뿐만 아니라 사람이 육안으로 행동의 판별이 가능한 영상이라면 인식이 가능하다. 신원 확인이 어려워 개인정보 보호에 유용한 적외선 열화상 영상, 3차원 깊이 영상, 그리고 가상합성 영상도 입력 영상이 될 수 있다.",기술개요,etri,2
"본 기술은 휴먼이 취할 수 있는 다양한 행동을 그 인식 대상으로 한다. 일상행동, 건강이상행동, 폭행상황, 침입행위, 비정상행동 등 인식 대상에 제한이 없으며, 연구진은 기업의 사업화 분야와 요구사항에 따라 기술 적응과 최적화를 지원한다.",기술개요,etri,2
"스마트폰, CCTV, 블랙박스, 디지털카메라, 로봇 등 영상을 촬영할 수 있는 다양한 기기들이 기하급수적으로 증가함에 따라 지능형 영상 분석 기술에 대한 수요도 지속적으로 증가하고 있음",기술의필요성,etri,2
인공지능의 발전과 함께 영상 분석 기술도 그 성능이 획기적으로 향상되었고 정지 영상(이미지)을 대상으로 하는 영상 분석 기술들이 점차 상용화되고 있는 추세임,기술의필요성,etri,2
"본 기술은 연속되는 일련의 영상(비디오)을 분석하여 휴먼의 행동을 인식하는 기술로서 보다 높은 차원의 다양한 지능형 영상 분석 서비스를 가능하게 하는 기술임, 특히 행동 인식 기술의 활용에 있어서 대상 행동과 환경의 차이로 인해 발생하는 다양한 도메인 적용의 문제를 최소화하기 위해 기술 수요자의 요구사항을 반영하는 프로세스를 포함하고 있음",기술의필요성,etri,2
다양한 영상 조건에서 행동 인식이 가능,기술의특징및장점,etri,2
일반 CCTV 카메라로부터 획득된 2D RGB 영상,기술의특징및장점,etri,2
3차원 카메라로부터 획득된 3차원 깊이 영상,기술의특징및장점,etri,2
적외선 열화상 카메라로부터 획득된 영화상 영상,기술의특징및장점,etri,2
스마트 인터렉션을 위한 휴먼 의도 인식,기술의특징및장점,etri,2
고속처리가 가능한 안정적인 이벤트 탐지,기술의특징및장점,etri,2
계산량이 적은 단순하면서도 강인한 탐지,기술의특징및장점,etri,2
오검출(False Alarm)을 최소화 하면서도 안정적인 이벤트 탐지,기술의특징및장점,etri,2
10가지 자세 인식 기술을 융합하여 탐지 안정성 강화,기술의특징및장점,etri,2
최신 딥러닝 기법의 시각 인공지능 기술,기술의특징및장점,etri,2
다양한 환경과 상황을 학습하여 높은 신뢰성 확보,기술의특징및장점,etri,2
기업의 사업화 분야와 요구사항에 따라 기술 적응과 최적화 지원,기술의특징및장점,etri,2
한국인터넷진흥원(KISA)의 지능형 CCTV 솔루션 인증 진행중 (2022년),기술의특징및장점,etri,2
공인된 이상행동 탐지 데이터셋에 대한 신뢰성 확보,기술의특징및장점,etri,2
"침입, 배회, 싸움, 실신, 유기, 방화, 마케팅 (민간분야 전체 7개)",기술의특징및장점,etri,2
지능형 CCTV 분야에서의 비정상행동 및 불법행위 탐지,기술의 파급효과,etri,2
서비스 로봇 분야에서의 자연스러운 상호작용 및 휴먼 생활패턴 분석,기술의 파급효과,etri,2
헬스케어 서비스 분야에서의 위험 상황 감지 및 건강 관리 지원,기술의 파급효과,etri,2
스마트 고객 관리 분야에서의 고객 카운팅 및 고객 행동 패턴 분석,기술의 파급효과,etri,2
엔터테인먼트 분야에서의 동작을 기반으로 하는 게임 및 교육 컨텐츠,기술의 파급효과,etri,2
제스처/동작/행동을 기반으로 하는 자연스러운 사용자 인터페이스,기술의 파급효과,etri,2
1세부기술명 : 실내 단순 행동 인식 기술,기술이전내용및범위,etri,2
실내 환경에서 복수명의 휴먼 위치를 검출하는 기술,기술이전내용및범위,etri,2
실내 환경에서 휴먼 각각에 대한 단순 행동을 인식하는 기술,기술이전내용및범위,etri,2
"단순행동: 침입, 배회, 쓰러짐 등 단일 휴먼의 동작 분석만으로 인식이 가능한 행동들",기술이전내용및범위,etri,2
2세부기술명 : 실내 복합 행동 인식 기술,기술이전내용및범위,etri,2
실내 환경에서 복수명의 휴먼 위치를 검출하는 기술,기술이전내용및범위,etri,2
실내 환경에서 휴먼 각각에 대한 복합 행동을 인식하는 기술,기술이전내용및범위,etri,2
"복합행동: 폭행, 기물파손 등 휴먼-휴먼 또는 휴먼-물체 상호작용을 동반하는 행동들",기술이전내용및범위,etri,2
3세부기술명 : 실외 복합 행동 인식 기술,기술이전내용및범위,etri,2
실외 날씨 및 조명이 변화하는 환경에서 복수명의 휴먼 위치를 검출하는 기술,기술이전내용및범위,etri,2
실외 환경에서 휴먼 각각에 대한 복합 행동을 인식하는 기술,기술이전내용및범위,etri,2
"복합행동: 폭행, 기물파손 등 휴먼-휴먼 또는 휴먼-물체 상호작용을 동반하는 행동들",기술이전내용및범위,etri,2
1세부기술명 : 실내 단순 행동 인식 기술,기술이전내용및범위,etri,2
실내 단순 행동 인식 엔진 (소스 제공),기술이전내용및범위,etri,2
실내 단순 행동 인식 샘플 프로그램 (소스 제공),기술이전내용및범위,etri,2
&gt; 실내 단순 행동 인식 사용 설명서,기술이전내용및범위,etri,2
&gt; 실내 단순 행동 시험절차서 및 결과서,기술이전내용및범위,etri,2
2세부기술명 : 실내 복합 행동 인식 기술,기술이전내용및범위,etri,2
실내 복합 행동 인식 엔진 (소스 제공),기술이전내용및범위,etri,2
실내 복합 행동 인식 샘플 프로그램 (소스 제공),기술이전내용및범위,etri,2
&gt; 실내 복합 행동 인식 사용 설명서,기술이전내용및범위,etri,2
&gt; 실내 복합 행동 시험절차서 및 결과서,기술이전내용및범위,etri,2
3세부기술명 : 실외 복합 행동 인식 기술,기술이전내용및범위,etri,2
실외 복합 행동 인식 엔진 (소스 제공),기술이전내용및범위,etri,2
실외 복합 행동 인식 샘플 프로그램 (소스 제공),기술이전내용및범위,etri,2
&gt; 실외 복합 행동 인식 사용 설명서,기술이전내용및범위,etri,2
&gt; 실외 복합 행동 시험절차서 및 결과서,기술이전내용및범위,etri,2
로봇의 비정형 물류 디팔레타이징을 위한 동작계획 기술,기술명,etri,4
"추가적인 주변 자동화 장비 없이 다관절 로봇 시스템과 3차원 비전 시스템만으로 박스 형태의 비정형 물류 디팔레티징을 자동화하기 위한 기술로써, 물류현장에서 수작업으로 이뤄지던 적재된 비규격 박스를 내리는 작업을 자동화하기 위한 전용 UI 및 로봇 동작계획 S/W로 구성됨",기술개요,etri,4
로봇 3D 시각화 및 수동 조작 기능 지원,기술개요,etri,4
디팔레타이징 작업을 위한 로봇 자세(pose) 입/출력,기술개요,etri,4
로봇 작업 상태 모니터링 및 작업 내역 로깅 가능,기술개요,etri,4
다관절 로봇의 박스 디팔레타이징 작업 동작 자동생성,기술개요,etri,4
로봇 그리핑 디바이스의 안정적인 비규격 박스 조작,기술개요,etri,4
다양한 장애물에 대응 가능한 충돌 회피 경로 계획,기술개요,etri,4
작업 속도 향상을 위한 로봇의 최적 동작 생성,기술개요,etri,4
"본 기술의 핵심은 추가적인 주변 자동화 장비 없이 다관절 로봇 시스템과 3차원 비전 시스템만으로 박스 형태의 비정형 물류 디팔레티징을 자동화하기 위한 기술로써, 물류현장에서 수작업으로 이뤄지던 적재된 비규격 박스를 내리는 작업을 자동화할 수 있는 기술로 현장에서의 해당 기술에 대한 요구가 점차 커지고 있음",기술의필요성,etri,4
"현장작업자들의 근골격계 질환경감 등의 노동환경 개선뿐만 아니라, 분류업무까지 하는 택배운전종사자의 하루 12시간에 가까운 장시간 노동을 경감하는데 일조할 수 있음",기술의특징및장점,etri,4
다관절 로봇 및 3D 비전장치 등을 이용하여 작업자를 보조 또는 대체할 수 있는 혼합박스 팔레타이징 기술은 디팔레타이징뿐만 아니라 일반 산업현장의 조립?검사 자동화 등의 타 분야로 확대 적용이 가능함,기술의 파급효과,etri,4
 로봇 3D 시각화 및 수동 조작 기능 지원,기술이전내용및범위,etri,4
 디팔레타이징 작업을 위한 로봇 자세(pose) 입/출력,기술이전내용및범위,etri,4
 로봇 작업 상태 모니터링 및 작업 내역 로깅 가능,기술이전내용및범위,etri,4
 다관절 로봇의 박스 디팔레타이징 작업 동작 자동생성,기술이전내용및범위,etri,4
 로봇 그리핑 디바이스의 안정적인 비규격 박스 조작,기술이전내용및범위,etri,4
 다양한 장애물에 대응 가능한 충돌 회피 경로 계획,기술이전내용및범위,etri,4
작업 속도 향상을 위한 로봇의 최적 동작 생성,기술이전내용및범위,etri,4
로봇 물류 작업용 UI 프로그램: Python 소스코드,기술이전내용및범위,etri,4
로봇 물류 디팔레타이징 동작계획 프로그램: C++ 소스코드,기술이전내용및범위,etri,4
"드론의 이용 확산에 따른 사생활 침해, 추락·충돌 등의 역기능 사례가 증가함에 따라, 드론식별 기술의 필요성이 증가하고 있다. 드론은 특정한 전문지식 및 조종 면허 없이 공중 이동과 원격 조종이 가능한 특성을 통해 범죄 행위에 쉽게 사용될 수 있으며, 개인의 신상 노출에 대한 부담이 적어 조종자가 안전에 대한 책임에 소홀해지기 쉽다. 일례로 최근 인천공항 및 영국 개트윅 공항에 출현한 드론으로 인한 항공기 이착륙 중단 사고 등이 발생했으며, 주거지 드론 불법 촬영, 취미용 드론 추락으로 인한 산불 발생 등의 드론 역기능 사례 역시 증가하고 있다. 이러한 드론의 역기능에 대응하기 위한 안티 드론 기술은 기존에는 탐지 및 무력화에 중점을 두고 있었다. 레이다 등을 통해 드론을 탐지한 후, 물리적 방법으로 드론을 무력화하는 방식이다. 그러나, 이러한 대응으로는 드론을 이용한 불법 행위를 방지하기 어렵고, 사고가 발생하는 경우 책임소재를 파악하거나 보험처리 등의 후속 조치를 취하기 어려운 문제가 있었다. 따라서, 드론의 고유정보(드론ID, 위치정보 등)를 확인하여 관리하는 드론 식별 및 관리 기술이 요구되고 있으나 관련 기술이 부재한 실정이다. 이에, 국내외에서 드론 원격식별을 위한 규정을 통해 드론 식별 체계를 마련하고 있다. 미국 연방항공청(FAA)에서는 드론의 원격 식별을 위한 규정을 발표(21.1월)하였고, 유럽 항공안전청(EASA)에서는 드론 식별 장치의 요구사항이 포함된 무인기 시스템 운용 규정을 발표(20.3월)하였다. 또한, 국내에서도 이러한 동향에 발맞춰 등록되는 모든 드론은 원격식별 기능을 탑재하도록 의무화 규정을 마련 중이다. 이에 따라, 드론 식별 관련 기술에 대한 수요가 크게 증가할 것으로 전망된다.",기술개요,etri,5
"본 이전 기술은 안전한 드론 이용 환경 조성을 위한 드론 식별 정보 관리 기술에 관한 것이다. PRN/Wi-Fi 기반의 드론 식별 장치를 통해 드론 ID, 위치정보 등을 무선으로 확인할 수 있고, 드론 식별 정보 관리 장치를 통해 드론 식별 정보를 저장 및 관리하여 사용자에게 제공할 수 있는 설계 기술을 제공한다.",기술개요,etri,5
"본 기술 이전의 목적은 드론 식별 정보 관리 기술을 제공하는 것이다. 드론에 탑재된 식별 모듈과 지상용 식별기를 통해 드론 ID, 위치정보 등을 무선으로 확인할 수 있는 PRN/Wi-Fi 드론식별 장치 설계 기술과, 드론 식별 정보를 저장 및 관리하여 사용자에게 제공하는 드론 식별 정보 관리 장치 설계 기술을 제공한다. 기존에는 드론 역기능 방지를 위한 대응 기술로 레이다 등을 이용한 드론탐지 및 무력화에 초점이 맞춰 있었으며, 현재 상용화된 드론 식별 기술은 제어 링크를 통해 자사의 드론만을 식별하는 수준이다. 이에 반해, 개발된 드론식별 기술을 활용하면 드론의 종류와 제조사 등에 상관없이 드론의 고유정보(드론ID, 위치정보 등) 식별 및 관리가 가능하다. 국내외에서 드론식별을 의무화하는 정책 마련이 진행 중인 가운데, 본 기술을 통한 제품이 개발될 경우 안전한 드론 이용 환경이 조성되어 드론 시장이 크게 활성화될 것으로 기대한다.",기술의필요성,etri,5
"상기와 같은 연유로 드론 식별 정보 관리 기술에 관심을 갖는 드론 장치 개발 업체, 서비스 사업자 등의 수요가 예상되며, 이에 부응하기 위한 기술이전의 필요성이 제기된다.",기술의필요성,etri,5
본 이전 기술의 주요 특징은 아래와 같다,기술의특징및장점,etri,5
"GPS 정보를 활용하여 드론 고유정보(드론ID, 위치, 고도, 속도 등)를 생성하는 기능",기술의특징및장점,etri,5
PRN 방식으로 드론 고유정보를 무선신호로 변환하여 송신하는 기능,기술의특징및장점,etri,5
다수의 PRN 무선신호를 수신하여 드론 고유정보를 추출하고 분석하는 기능,기술의특징및장점,etri,5
GUI를 이용하여 드론식별 장치 정보를 모니터링하고 동작을 제어하는 기능,기술의특징및장점,etri,5
외부 네트워크를 이용하여 식별 정보 관리 장치와 실시간으로 연동하는 기능,기술의특징및장점,etri,5
미국 FAA와 유럽 EASA 드론 원격식별 규정을 준수하는 드론식별 기능,기술의특징및장점,etri,5
"실시간 GPS 정보를 반영한 드론 고유정보(드론ID, 위치, 고도, 속도 등) 송수신 기능",기술의특징및장점,etri,5
Wi-Fi Beacon 프레임을 이용한 주기적인 드론 식별정보 송수신 기능,기술의특징및장점,etri,5
Wi-Fi 상용모듈 활용하여 소형/경량화 가능하고 스마트기기에서 접속 용이한 구조,기술의특징및장점,etri,5
GPS 모듈과 배터리를 별도로 포함하여 드론 기체와 독립적으로 동작할 수 있는 standalone 구조,기술의특징및장점,etri,5
실시간 드론식별 정보 및 식별 관리 정보를 저장하여 활용하는 기능,기술의특징및장점,etri,5
지상용 식별기와의 연동을 통해 드론식별 정보를 실시간 수집하여 관리하는 기능,기술의특징및장점,etri,5
드론 ID의 유효성을 검증하고 비행 금지 위반 여부를 판단하여 관리하는 기능,기술의특징및장점,etri,5
"웹사이트를 통해 지도 및 테이블 기반의 드론 식별 현황, 드론 이력, 통계 정보 등의 조회 기능 제공",기술의특징및장점,etri,5
드론 식별 정보의 악용 방지를 위해 사용자 권한 기반의 차등적 정보 제공 기능,기술의특징및장점,etri,5
본 드론 식별 정보 관리 기술의 활용 방안은 다음과 같다.,기술의 파급효과,etri,5
"국내외에서 드론 원격 식별 장치의 의무적 장착이 시행될 예정임에 따라, 드론 생산 업체에서 식별 장치의 활용 예상",기술의 파급효과,etri,5
"경찰청, 공공 기관, 국내 공항 등에서 본 기술을 적용하여 드론 대응 체계 구축에 활용 가능함",기술의 파급효과,etri,5
"드론을 활용한 서비스 분야(드론 택배, 농약 살포, 측량, 촬영, 감시, 레저, 정보 수집 등)에서 본 기술을 활용한 제품 및 서비스 개발이 가능함",기술의 파급효과,etri,5
본 드론 식별 정보 관리 기술의 기대성과는 다음과 같다.,기술의 파급효과,etri,5
PRN 드론 탑재용 식별모듈 설계 시간 단축 및 비용 절감,기술의 파급효과,etri,5
PRN 지상용 식별기 설계 시간 단축 및 비용 절감,기술의 파급효과,etri,5
"드론 식별 장치 모니터링/제어 인터페이스, GUI 설계 시간 및 비용 절감",기술의 파급효과,etri,5
드론 식별 장치와 식별 정보 관리 장치와 연동 인터페이스 설계 시간 단축 및 비용 절감,기술의 파급효과,etri,5
Wi-Fi 상용모듈을 활용하여 소형/경량화가 가능하고 스마트 기기에서 접속 용이,기술의 파급효과,etri,5
드론 식별 정보 및 관리 장보를 저장하는 DB 설계 시간 단축 및 비용 절감,기술의 파급효과,etri,5
드론 식별 정보를 수집하여 관리하는 AP 서버 설계 시간 단축 및 비용 절감,기술의 파급효과,etri,5
웹사이트를 통해 사용자에게 드론 식별 정보를 제공하는 웹서버 설계 시간 단축 및 비용 절감,기술의 파급효과,etri,5
"PRN 기반 드론 식별 장치 설계 기술, Wi-Fi 기반 드론 식별 장치 설계 기술 및 드론 식별 정보 관리 장치 설계 기술을 포함하는 드론식별 정보 관리 기술",기술이전내용및범위,etri,5
A. 기술명 : PRN 기반 드론 식별 장치 설계 기술,기술이전내용및범위,etri,5
1) PRN 드론 탑재용 식별모듈 설계 기술,기술이전내용및범위,etri,5
드론 고유정보를 PRN 방식으로 송신하는 신호처리 알고리즘 설계 기술,기술이전내용및범위,etri,5
드론 탑재용 식별모듈 정보 모니터링/제어 인터페이스 및 GUI 설계 기술,기술이전내용및범위,etri,5
PRN 방식의 무선신호를 수신하여 드론 고유정보를 추출하고 분석하는 신호처리 알고리즘 설계 기술,기술이전내용및범위,etri,5
식별 정보 관리 장치와 연동을 위한 인터페이스 설계 기술,기술이전내용및범위,etri,5
지상용 식별기 정보 모니터링/제어 인터페이스 및 GUI 설계 기술,기술이전내용및범위,etri,5
B. 기술명 : Wi-Fi 기반 드론 식별 장치 설계 기술,기술이전내용및범위,etri,5
1) Wi-Fi 드론탑재용 식별모듈및 지상용 식별기설계 기술,기술이전내용및범위,etri,5
접속이 용이한 Wi-Fi 드론탑재용 식별모듈 및 지상용 식별기 설계 기술,기술이전내용및범위,etri,5
C. 기술명 : 드론 식별 정보 관리 장치 설계 기술,기술이전내용및범위,etri,5
"드론 식별 정보 및 식별기 정보, 비행 이력 정보, 식별 통계 정보, 운용자 정보 등을 저장하는 MS SQL Sever 기반의 DB 설계 기술",기술이전내용및범위,etri,5
2) 드론 식별 정보 관리 AP 서버 설계 기술,기술이전내용및범위,etri,5
"지상용 식별기로부터 드론 식별 정보를 수집하고, 드론ID 유효성 검사 및 식별 정보 관리, 통계 정보 생성 등을 수행하는 AP 서버 설계 기술",기술이전내용및범위,etri,5
3) 드론 식별 정보 관리 웹서버 설계 기술,기술이전내용및범위,etri,5
"지도 및 테이블 기반의 드론 식별 현황, 드론 식별 이력, 식별 통계 정보 등을 사용자 권한에 따라 차등적으로 제공하는 웹서버 설계 기술",기술이전내용및범위,etri,5
A. 기술명 : PRN 기반 드론 식별 장치 설계 기술,기술이전내용및범위,etri,5
1) PRN 드론 탑재용 식별모듈 설계 기술,기술이전내용및범위,etri,5
PRN 기반 드론식별 송수신 알고리즘 상세설계서,기술이전내용및범위,etri,5
PRN 드론 탑재용 식별모듈 신호처리 알고리즘 SW 설계서,기술이전내용및범위,etri,5
PRN 드론 탑재용 식별모듈 연동을 위한 인터페이스 설계서,기술이전내용및범위,etri,5
PRN 지상용 식별기 신호처리 알고리즘 SW 설계서,기술이전내용및범위,etri,5
PRN 지상용 식별기 연동을 위한 인터페이스 설계서,기술이전내용및범위,etri,5
드론 식별 장치와 연동을 위한 인터페이스 규격서,기술이전내용및범위,etri,5
B. 기술명 : Wi-Fi 기반 드론 식별 장치 설계 기술,기술이전내용및범위,etri,5
1) Wi-Fi 드론탑재용 식별모듈 및 지상용 식별기 설계 기술,기술이전내용및범위,etri,5
Wi-Fi 드론탑재용 식별모듈 및 지상용 식별기 상세설계서,기술이전내용및범위,etri,5
C. 기술명 : 드론 식별 정보 관리 장치 설계 기술,기술이전내용및범위,etri,5
2) 드론 식별 정보 관리 AP 서버 설계 기술,기술이전내용및범위,etri,5
드론 식별 정보 관리 AP 서버 설계서,기술이전내용및범위,etri,5
3) 드론 식별 정보 관리 웹서버 설계 기술,기술이전내용및범위,etri,5
EO/IR 영상 기반 지능형 객체 식별 기술,기술명,etri,8
"본 기술은 객체 탐지 시스템과 연동하기 위한 영상 및 메타 데이터 송수신 통신 기술과  EO/IR 영상 기반 자동차, 사람 등 객체를 분류하는 인공지능 기술 구성되어 있음",기술개요,etri,8
현재 주관기업이 보유중인 영상의 픽셀 변화량 기반 객체 탐지 및 추적 시스템에 인공지능을 활용한 분석을 통해 객체 식별(Classification)기능 추가함으로써 오탐지율을 줄이고 객체의 탐지/추적/식별이 가능한 지능형 영상분석 시스템을 사업화하고자 함.,기술의필요성,etri,8
"기존의 구축된 영상체계(EO/IR, CCTV)를 그대로 활용할 수 있기 때문에 현재 구축된 시스템의 성능의 보완이 필요한 분야에 적극적으로 활용 될 수 있으며, 2021년 해군 우수상품 제안 품목 진행을 통하여 군 관련 시범사업을 확대하고 기존 구축된 경계시스템의 기능보안 및 교체를 통한 사업화를 추진함",기술의필요성,etri,8
본 기술을 기존의 주관기관이 사업화 중인 객체 탐지 시스템과 연동하여 사람의 개입없이 객체 분류를 가능하게 하는 인공지능 기술임.,기술의필요성,etri,8
"특히, 국방 과학화 경계 시스템 분야 적용을 목표로 하고 있으며 야간에 IR 영상을 활용하여 차량과 사람의 이동을 감지하는 서비스에 활용될 예정임.",기술의필요성,etri,8
주관기관이 사업화하고 있는 객체 탐지 시스템과 기술이전 연구 결과물인 객체 분류 소프트웨어와 연동하여 기존 객체 탐지 시스템의 단점을 보완하고 탐지된 객체의 식별 정보 및 속도 정보 분석을 통하여 오탐지에 의한 감시시스템 운영의 비효율성을 개선할 수 있음.,기술의특징및장점,etri,8
"일반적인 CCTV나 EO/IR 카메라를 기반으로 구축되어 있는 다양한 보안/경계 시스템 분야에 적용, 영상분석 및 AI 기반 객체인식시스템 사업화를 추진할 계획임",기술의특징및장점,etri,8
"군사용 : 전방지역 과학화경계시스템, 해안감시체계, 기지경계체계 등",기술의특징및장점,etri,8
기관용 : 원전/발전소/공항/국가기관 등 국가 주요시설 경계체계 등,기술의특징및장점,etri,8
"민간용 : 보안등 연동 CCTV를 활용한 보안/방범용 지능형 영상분석 시스템,",기술의특징및장점,etri,8
상황인식 스마트 보안 시스템 등 인공지능을 이용한 보안 시스템 구축 사,기술의특징및장점,etri,8
"기 구축된 영상체계(EO/IR, CCTV)를 그대로 활용할 수 있기 때문에 현재 구축된 시스템의 성능의 보완이 필요한 분야에 적극적으로 활용 될 수 있음",기술의특징및장점,etri,8
TOD(열영상감시장비)나 IR 카메라와 같이 저해상도/흑백 영상에 대한 인공지능  모델링 개발을 통해 객체의 탐지에 대한 성능을 개선하고 오탐지를 줄일 수 있어 야간 감시가 필요한 경계/감시체계 시스템에 적용될 수 있음,기술의특징및장점,etri,8
2021년 해군 우수상품 제안 품목 진행을 통하여 군 관련 시범사업을 확대하고 기존 구축된 경계시스템의 기능보안 및 교체를 통한 사업화를 추진함,기술의특징및장점,etri,8
인공지능 기반의 모델링 및 오탐지 방지 기술에 관련된 특허 등 지적재산권 확보를 통하여 사업경쟁력을 강화하고 지속적인 사업 및 수익창출이 가능할 것으로 기대됨,기술의특징및장점,etri,8
1) AI 기반 과학화 기지경계 시스템,기술의 파급효과,etri,8
현재 군에서 적의 외부 침입으로부터 군 자산 및 인력을 보호하기 위해 운영중인 경계 및 관제 시스템에 적용,기술의 파급효과,etri,8
기존에 구축되어있는 경계 시스템을 그대로 활용할 수 있는 소프트웨어 기반의 시스템으로 특히 전방 GOP나 야간 해안 감시와 같이 IR 기반의 영상을 기반으로 하는 경계시스템의 탐지 및 식별 기능을 보완하기 위한 용도에 최적화됨.,기술의 파급효과,etri,8
"기 개발된 영상화질 개선 장비를 이용하여 야간, 안개와 같은 환경에서도 탐지 및 추적이 가능함",기술의 파급효과,etri,8
"경계 시스템의 경우 일반적인 보안/방법 시스템과 달리 넓은 지역을 감시하여야 하는데 이 경우 안개, 강우, 빛반사, 바람과 같은 외부 요인에 의한 오탐지가 문제로 지적됨.",기술의 파급효과,etri,8
"현재 주관기업이 보유하고 있는 이동표적탐지체계(Smart All Eyes)의 경우 2020년 해군 및 육군의 시범운영을 통해서 이동표적에 대한 탐지 성능을 인정받은 바 있으며, AI 기반의 식별기능을 추가함으로써 보다 우수한 과학화 기지경계시스템이 될 수 있음",기술의 파급효과,etri,8
2) 가로등/보안등 연계 스마트 방범 시스템,기술의 파급효과,etri,8
주관업체가 보유중인 가로등/보안등 제어 시스템 및 IoT 기반 스마트 원격 전원 관리 장비를 이용하여 CCTV간 네트워크를 연결하고 실시간으로 객체의 정보 교환을 통해 대상을 인식하고 감시할 수 있음,기술의 파급효과,etri,8
